CITY.NAME,Year,Population,Levy.Rate,Adjusted.Amount,CITY.SIZE
ROCK VALLEY,2008,3135,12.49861,86310769.87,URBAN CLUSTER
ROCKFORD,2008,879,11.8927,13812850.72,RURAL PLUS
ROCKWELL,2008,985,8.1,21540542.12,RURAL PLUS
ROCKWELL CITY,2008,1975,21.20324,26924635.64,RURAL PLUS
RODMAN,2008,51,13.27579,733356.6468,RURAL
RODNEY,2008,61,9.74802,1011163.401,RURAL
ROLAND,2008,1327,10.05728,29357260.92,RURAL PLUS
ROLFE,2008,575,14.90111,8327003.688,RURAL
ROME,2008,114,8.33147,814628.49,RURAL
ROSE HILL,2008,204,8.1,1272304.8,RURAL
ROSSIE,2008,56,5.06573,1043189.286,RURAL
ROWAN,2008,194,14.18561,2607636.763,RURAL
ROWLEY,2008,281,10.83424,5672317.916,RURAL
ROYAL,2008,419,9.54339,7263287.946,RURAL
RUDD,2008,397,10.93912,8574637.428,RURAL
RUNNELLS,2008,383,9.05656,9998892.906,RURAL
RUSSELL,2008,570,11.74559,5441409.577,RURAL
RUTHVEN,2008,686,12.85588,11457666.69,RURAL
RUTLAND,2008,124,12.91149,2387802.761,RURAL
RYAN,2008,366,11.76766,8601319.153,RURAL
SABULA,2008,645,9.83874,12814821.35,RURAL
SAC CITY,2008,2111,22.5748,38456349.5,RURAL PLUS
ST. ANTHONY,2008,186,8.1,1352236.552,RURAL
ST. CHARLES,2008,682,11.81804,13274860.45,RURAL
SALEM,2008,447,12.50264,3599653.83,RURAL
SALIX,2008,385,8.1,6558868.112,RURAL
SANBORN,2008,1298,15.60326,27581906.39,RURAL PLUS
SANDYVILLE,2008,61,8.1,987029.3741,RURAL
SCARVILLE,2008,87,8.1,949596.4223,RURAL
SCHALLER,2008,691,13.42036,10082098.64,RURAL
SCHLESWIG,2008,813,6.82582,15540419.47,RURAL PLUS
SCRANTON,2008,517,15.39483,9903373.78,RURAL
SEARSBORO,2008,151,14.89779,2093691.885,RURAL
SERGEANT BLUFF,2008,3970,13.55165,109634212.4,URBAN CLUSTER
SEYMOUR,2008,742,16.99589,7842202.451,RURAL
SHAMBAUGH,2008,171,10.29833,1938516.792,RURAL
SHANNON CITY,2008,77,8.1,589212.9996,RURAL
SHARPSBURG,2008,91,18.1499,579420.6141,RURAL
SHEFFIELD,2008,1005,11.62362,27323122.06,RURAL PLUS
SHELBY,2008,646,8.6963,22239436.7,RURAL
SHELDAHL,2008,315,3.59168,6069072.511,RURAL
SHELDON,2008,4832,12.17909,130946531.1,URBAN CLUSTER
SHELL ROCK,2008,1239,14.1046,29304855.36,RURAL PLUS
SHELLSBURG,2008,1014,13.3502,23549778.73,RURAL PLUS
SHENANDOAH,2008,4942,18.91443,114613562.2,URBAN CLUSTER
SHERRILL,2008,174,1.0416,3837954.59,RURAL
SHUEYVILLE,2008,514,7.1,20689537.69,RURAL
SIBLEY,2008,2616,19.07821,47952878.92,URBAN CLUSTER
SIDNEY,2008,1125,13.95783,17870442.97,RURAL PLUS
SIGOURNEY,2008,2075,19.84824,41043735.26,RURAL PLUS
SILVER CITY,2008,266,11.15099,4851721.923,RURAL
SIOUX CENTER,2008,6606,13.97244,198867341.2,NANO- and MICROPOLITAN
SIOUX CITY,2008,82299,18.47293,2202860435,NANO- and MICROPOLITAN
SIOUX RAPIDS,2008,692,12.82606,11078596.33,RURAL
SLATER,2008,1546,16.45677,36757047.51,RURAL PLUS
SLOAN,2008,1014,8.8207,23864205.42,RURAL PLUS
SMITHLAND,2008,212,8.09872,2277331.042,RURAL
SOLDIER,2008,186,10.45234,2502785.611,RURAL
SOLON,2008,1638,10.34474,59529755.56,RURAL PLUS
SOMERS,2008,135,8.1,2953538.435,RURAL
SOUTH ENGLISH,2008,205,7.49226,2737820.971,RURAL
SPENCER,2008,10959,11.65137,361122103.5,NANO- and MICROPOLITAN
SPILLVILLE,2008,367,8.1,7486787.659,RURAL
SPIRIT LAKE,2008,4609,10.97862,258802565.7,URBAN CLUSTER
SPRAGUEVILLE,2008,84,7.25145,1460503.697,RURAL
SPRING HILL,2008,91,8.1,978597.0951,RURAL
SPRINGBROOK,2008,182,8.1,3097599.161,RURAL
SPRINGVILLE,2008,1012,13.57278,22852667.44,RURAL PLUS
ST. ANSGAR,2008,1012,11.80867,31943971.87,RURAL PLUS
ST. DONATUS,2008,153,5.59523,3356110.893,RURAL
ST. LUCAS,2008,162,12.81051,3039138.41,RURAL
ST. MARYS,2008,127,8.1,2540807.592,RURAL
ST. OLAF,2008,120,14.80595,1646502.787,RURAL
ST. PAUL,2008,117,3.55653,2855145.644,RURAL
STACYVILLE,2008,469,9.08944,9429486.755,RURAL
STANHOPE,2008,440,11.14719,7934733.536,RURAL
STANLEY,2008,124,11.80519,1002042.967,RURAL
STANTON,2008,681,12.31328,11662876.92,RURAL
STANWOOD,2008,634,9.51481,16103598.87,RURAL
STATE CENTER,2008,1334,7.7714,26807370.06,RURAL PLUS
STEAMBOAT ROCK,2008,315,11.90902,4136123.863,RURAL
STOCKPORT,2008,282,9.62848,3218556.185,RURAL
STOCKTON,2008,181,8.1,3085245.734,RURAL
STORM LAKE,2008,9480,13.7048,229046392.3,NANO- and MICROPOLITAN
STORY CITY,2008,3369,8.77822,122454789.6,URBAN CLUSTER
STOUT,2008,213,8.36746,2824887.802,RURAL
STRATFORD,2008,686,15.25555,13891362.32,RURAL
STRAWBERRY POINT,2008,1234,15.11374,23437554.21,RURAL PLUS
STRUBLE,2008,80,8.1,849238.2915,RURAL
STUART,2008,1660,15.19814,46970682.84,RURAL PLUS
SULLY,2008,852,10.27679,20458984.86,RURAL PLUS
SUMNER,2008,1981,12.80354,47759265.33,RURAL PLUS
SUPERIOR,2008,125,7.99947,6449820.359,RURAL
SUTHERLAND,2008,629,18.84151,9202353.737,RURAL
SWALEDALE,2008,167,16.60736,2156703.798,RURAL
SWAN,2008,85,6.50576,1273853.625,RURAL
SWEA CITY,2008,561,17.29153,8209343.516,RURAL
SWISHER,2008,842,7.09995,25312879.91,RURAL PLUS
TABOR,2008,924,3.36159,17131208.41,RURAL PLUS
TAMA,2008,2515,15.7724,49104347.75,URBAN CLUSTER
TEMPLETON,2008,330,11.51778,10307869.64,RURAL
TENNANT,2008,73,6.6697,1387114.181,RURAL
TERRIL,2008,358,16.04243,6840838.108,RURAL
THAYER,2008,54,8.1,376354.9044,RURAL
THOMPSON,2008,534,12.07936,9682522.796,RURAL
THOR,2008,159,8.1,3122855.967,RURAL
THORNBURG,2008,65,10.92818,598454.48,RURAL
THORNTON,2008,357,12.76987,7694595.155,RURAL
THURMAN,2008,211,8.1,2303977.501,RURAL
TIFFIN,2008,1789,12.88625,55886982.45,RURAL PLUS
TINGLEY,2008,152,12.20727,1488761.887,RURAL
TIPTON,2008,3039,11.49577,82879134.46,URBAN CLUSTER
TITONKA,2008,507,19.54519,6031922.637,RURAL
TOLEDO,2008,2621,16.74486,57020753.68,URBAN CLUSTER
TORONTO,2008,130,8.1,1173932.024,RURAL
TRAER,2008,1555,14.41603,40189811.41,RURAL PLUS
TREYNOR,2008,882,9.34072,25834649.92,RURAL PLUS
TRIPOLI,2008,1243,14.90989,23182298.35,RURAL PLUS
TRUESDALE,2008,87,13.67198,691016.0648,RURAL
TRURO,2008,479,11.37993,7673660.762,RURAL
TURIN,2008,68,9.63091,544954.7341,RURAL
UDELL,2008,46,6.58109,366430.988,RURAL
UNDERWOOD,2008,841,14.54504,21080423.9,RURAL PLUS
UNION,2008,387,12.05801,7815380.618,RURAL
UNIONVILLE,2008,121,8.1,945682.8994,RURAL
UNIVERSITY HEIGHTS,2008,1033,10.52988,43481818.12,RURAL PLUS
UNIVERSITY PARK,2008,533,6.50008,6864695.729,RURAL
URBANA,2008,1415,12.57011,35366563.09,RURAL PLUS
URBANDALE,2008,38451,9.22,2112493625,NANO- and MICROPOLITAN
UTE,2008,326,13.54154,5743906.982,RURAL
VAIL,2008,435,16.0752,4801102.514,RURAL
VALERIA,2008,61,8.1,553752.0592,RURAL
VAN HORNE,2008,725,12.73235,15845300.64,RURAL
VAN METER,2008,1161,13.44692,24487510.67,RURAL PLUS
VAN WERT,2008,210,8.1,1639341.974,RURAL
VARINA,2008,77,18.08794,419511.3597,RURAL
VENTURA,2008,715,7.73398,31011785.19,RURAL
VICTOR,2008,975,9.48591,20940503.55,RURAL PLUS
VILLISCA,2008,1223,15.92419,16033323.21,RURAL PLUS
VINCENT,2008,149,7.25049,8910657.121,RURAL
VINING,2008,49,14.35987,586344.0994,RURAL
VINTON,2008,5101,15.37844,110668162.1,NANO- and MICROPOLITAN
VOLGA,2008,220,15.05708,3063043.687,RURAL
WADENA,2008,217,9.51648,2683024.025,RURAL
WAHPETON,2008,431,2.5,157362794.8,RURAL
WALCOTT,2008,1618,10,80809470.81,RURAL PLUS
WALFORD,2008,1464,8.1,48102707,RURAL PLUS
WALKER,2008,769,8.90206,15149623.8,RURAL
WALL LAKE,2008,734,9.85682,16474125.43,RURAL
WALLINGFORD,2008,192,9.80744,3166389.859,RURAL
WALNUT,2008,723,13.55695,19665584.33,RURAL
WAPELLO,2008,1994,11.56713,39460867.73,RURAL PLUS
WASHINGTON,2008,7196,14.3,163757467.4,NANO- and MICROPOLITAN
WASHTA,2008,226,10.48349,2703950.793,RURAL
WATERLOO,2008,66281,18.76669,2024504236,NANO- and MICROPOLITAN
WATERVILLE,2008,132,12.1513,1334549.449,RURAL
WAUCOMA,2008,235,8.24383,4864959.848,RURAL
WAUKEE,2008,12546,13.50004,445417001.1,NANO- and MICROPOLITAN
WAUKON,2008,3884,11.89082,99256285.35,URBAN CLUSTER
WAVERLY,2008,9208,15.0707,315968608.7,NANO- and MICROPOLITAN
WAYLAND,2008,937,7.59999,15870615.59,RURAL PLUS
WEBB,2008,149,7.97086,2283227.061,RURAL
WEBSTER,2008,106,10.59111,1297367.169,RURAL
WEBSTER CITY,2008,7706,15.99229,210263092,NANO- and MICROPOLITAN
WELDON,2008,140,7.47918,1031359.124,RURAL
WELLMAN,2008,1414,10.65637,30521262.35,RURAL PLUS
WELLSBURG,2008,674,16.14009,14024102.8,RURAL
WELTON,2008,158,10.30143,3389212.854,RURAL
WESLEY,2008,408,16.19666,8006638.087,RURAL
WEST BEND,2008,793,13.45494,22250462.42,RURAL
WEST BRANCH,2008,2280,11.37246,93403141.89,RURAL PLUS
WEST BURLINGTON,2008,3301,10,142224031.8,URBAN CLUSTER
WEST CHESTER,2008,157,8.1,1817215.69,RURAL
WEST DES MOINES,2008,55503,12.04999,3641239179,NANO- and MICROPOLITAN
WEST LIBERTY,2008,3643,12.19767,68568195.02,URBAN CLUSTER
WEST OKOBOJI,2008,402,2.00152,85113826.59,RURAL
WEST POINT,2008,916,6.91383,20806198.03,RURAL PLUS
WEST UNION,2008,2403,11.44059,62321644.34,RURAL PLUS
WESTFIELD,2008,179,8.1,1229145.485,RURAL
WESTGATE,2008,215,16.41326,2473642.922,RURAL
WESTPHALIA,2008,142,9.67629,1590549.703,RURAL
WESTSIDE,2008,321,12.40333,6813899.04,RURAL
WESTWOOD,2008,239,6.19117,3521491.074,RURAL
WHAT CHEER,2008,627,13.38122,5802513.561,RURAL
WHEATLAND,2008,745,10.04598,15405306.67,RURAL
WHITING,2008,711,12.16158,13173741.73,RURAL
WHITTEMORE,2008,470,9.24768,7500092.302,RURAL
WHITTEN,2008,134,12.22979,1448352.333,RURAL
WILLEY,2008,97,9.29458,1037703.11,RURAL
WILLIAMS,2008,379,12.2063,8819681.533,RURAL
WILLIAMSBURG,2008,2790,9.42101,114893692.7,URBAN CLUSTER
WILLIAMSON,2008,160,10.81088,1172226.887,RURAL
WILTON,2008,2814,12.51857,77008530.75,URBAN CLUSTER
WINDSOR HEIGHTS,2008,4574,12.40322,215667375.6,URBAN CLUSTER
WINFIELD,2008,1070,10.33612,17732754.82,RURAL PLUS
WINTERSET,2008,4848,16.37167,142683638.2,URBAN CLUSTER
WINTHROP,2008,769,8.37,19658850.52,RURAL
WIOTA,2008,142,13.7716,1807570.086,RURAL
WODEN,2008,216,9.90446,4271767.56,RURAL
WOODBINE,2008,1531,15.63879,33070324.94,RURAL PLUS
WOODBURN,2008,239,14.71545,1689262.743,RURAL
WOODWARD,2008,1380,18.46086,22027853.88,RURAL PLUS
WOOLSTOCK,2008,189,12.13723,4533252.083,RURAL
WORTHINGTON,2008,368,7.94018,9147265.135,RURAL
WYOMING,2008,590,12.1624,9682448.452,RURAL
YALE,2008,260,10.83035,4472846.008,RURAL
YETTER,2008,28,6.49888,4760035.305,RURAL
YORKTOWN,2008,76,14.2234,786575.2214,RURAL
ZEARING,2008,562,10.15376,10814258.16,RURAL
ZWINGLE,2008,108,6.74973,1587211.866,RURAL
ACKLEY,2007,1677,16.46359,27769670.44,RURAL PLUS
ACKWORTH,2007,116,3.35308,3024214.961,RURAL
ADAIR,2007,722,14.08387,21613138.04,RURAL
ADEL,2007,4113,15.40711,94546030.96,URBAN CLUSTER
AFTON,2007,888,12.61725,10358205.29,RURAL PLUS
AGENCY,2007,632,7.15565,9694351.231,RURAL
AINSWORTH,2007,536,6.15283,7032753.451,RURAL
AKRON,2007,1419,11.43066,30252279.9,RURAL PLUS
ALBERT CITY,2007,682,14.28794,14711332.22,RURAL
ALBIA,2007,3548,18.98763,60362703.6,URBAN CLUSTER
ALBION,2007,567,9.61414,7751381.645,RURAL
ALBURNETT,2007,547,13.12057,13473421.9,RURAL
ALDEN,2007,825,18.88394,15415593.77,RURAL PLUS
ALEXANDER,2007,160,7.69757,3906528.178,RURAL
ALGONA,2007,5304,15.41274,153628729,NANO- and MICROPOLITAN
ALLEMAN,2007,421,8.0463,15728158.98,RURAL
ALLERTON,2007,534,10.77083,7149367.479,RURAL
ALLISON,2007,948,15.25497,20621639.93,RURAL PLUS
ALTA,2007,1827,7.90981,32722528.19,RURAL PLUS
ALTA VISTA,2007,265,12.45738,3616749.828,RURAL
ALTON,2007,1104,13.56875,36892857.98,RURAL PLUS
ALTOONA,2007,13768,8.64369,568583884.9,NANO- and MICROPOLITAN
ALVORD,2007,178,8.07013,3259693.331,RURAL
AMES,2007,55392,10.2519,1879505856,NANO- and MICROPOLITAN
ANAMOSA,2007,5714,16.24285,92835904.66,NANO- and MICROPOLITAN
ANDOVER,2007,85,6.03679,1731619.898,RURAL
ANDREW,2007,438,9.15072,5180666.98,RURAL
ANITA,2007,1136,13.17604,15714981.62,RURAL PLUS
ANKENY,2007,40578,10.33956,1641931496,NANO- and MICROPOLITAN
ANTHON,2007,623,2.58569,10548337.32,RURAL
APLINGTON,2007,995,14.10219,20463867.33,RURAL PLUS
ARCADIA,2007,431,10.29202,8822042.969,RURAL
ARCHER,2007,117,8.1,1950345.289,RURAL
AREDALE,2007,82,8.1,1765041.324,RURAL
ARION,2007,113,10.27305,1119319.974,RURAL
ARISPE,2007,93,8.1,1268063.151,RURAL
ARLINGTON,2007,456,17.50835,6540421.649,RURAL
ARMSTRONG,2007,881,9.23349,19363910.15,RURAL PLUS
ARNOLDS PARK,2007,1272,6.59862,139958464,RURAL PLUS
ARTHUR,2007,212,18.20824,2898809.553,RURAL
ASBURY,2007,3745,10.22827,101145214.3,URBAN CLUSTER
ASHTON,2007,423,14.68034,7567999.58,RURAL
ASPINWALL,2007,65,8.48676,3099886.115,RURAL
ATALISSA,2007,307,6.06616,4649732.008,RURAL
ATKINS,2007,1516,9.18753,33354454.22,RURAL PLUS
ATLANTIC,2007,6767,16.45543,163799752.1,NANO- and MICROPOLITAN
AUBURN,2007,270,11.47815,3755465.702,RURAL
AUDUBON,2007,2152,14.00318,37576251.67,RURAL PLUS
AURELIA,2007,943,12.54101,18467408.11,RURAL PLUS
AURORA,2007,183,8.1,3761459.736,RURAL
AVOCA,2007,1507,14.33493,42390635.48,RURAL PLUS
AYRSHIRE,2007,179,12.13713,1565719.541,RURAL
BADGER,2007,574,10.49527,9217489.848,RURAL
BAGLEY,2007,321,10.59763,3990480.601,RURAL
BALDWIN,2007,134,10.04138,1577093.533,RURAL
BALLTOWN,2007,72,33436,1509463.654,RURAL
BANCROFT,2007,729,16.21662,12056449.43,RURAL
BARNES CITY,2007,222,10.45316,2105165.089,RURAL
BARNUM,2007,192,8.1,2608487.085,RURAL
BASSETT,2007,69,7.21002,619141.2257,RURAL
BATAVIA,2007,480,8.1,5445687.027,RURAL
BATTLE CREEK,2007,661,14.41412,8452491.21,RURAL
BAXTER,2007,1042,9.58163,19417359.95,RURAL PLUS
BAYARD,2007,481,13.15012,10154705.46,RURAL
BEACON,2007,527,8.1,4735215.732,RURAL
BEACONSFIELD,2007,10,8.1,298413.2957,RURAL
BEAMAN,2007,173,10.73631,5856742.296,RURAL
BEAVER,2007,51,4.97722,2097723.314,RURAL
BEDFORD,2007,1481,15.62874,20884731.28,RURAL PLUS
BELLE PLAINE,2007,2823,15.63606,51430605.15,URBAN CLUSTER
BELLEVUE,2007,2329,12.04193,53362021,RURAL PLUS
BELMOND,2007,2331,15.14895,55279490.92,RURAL PLUS
BENNETT,2007,364,8.00993,6921502.863,RURAL
BENTON,2007,38,14.38821,392191.8921,RURAL
BERKLEY,2007,27,3.11196,471739.881,RURAL
BERNARD,2007,99,5.80905,1787926.31,RURAL
BERTRAM,2007,274,4.39995,8824963.712,RURAL
BETTENDORF,2007,32412,12.6,1387886666,NANO- and MICROPOLITAN
BEVINGTON,2007,61,8.1,2224901.961,RURAL
BIRMINGHAM,2007,422,8.1,4873957.841,RURAL
BLAIRSBURG,2007,218,12.41959,4206530.102,RURAL
BLAIRSTOWN,2007,686,8.1,14766168.54,RURAL
BLAKESBURG,2007,354,18.19302,3482554.013,RURAL
BLANCHARD,2007,63,24.7124,311020.2965,RURAL
BLENCOE,2007,203,12.06246,4577108.882,RURAL
BLOCKTON,2007,180,14.37875,1288168.281,RURAL
BLOOMFIELD,2007,2569,14.93092,50459733.95,URBAN CLUSTER
BLUE GRASS,2007,1375,11.58668,42034235.81,RURAL PLUS
BODE,2007,303,11.14298,5705111.412,RURAL
BONAPARTE,2007,446,9.13683,5507455.015,RURAL
BONDURANT,2007,2581,14.38445,70161859.57,URBAN CLUSTER
BOONE,2007,12581,15.55181,306675474.2,NANO- and MICROPOLITAN
BOUTON,2007,148,11.85026,1824845.632,RURAL
BOXHOLM,2007,202,6.7009,4808304.273,RURAL
BOYDEN,2007,681,10.086,16174668.34,RURAL
BRADDYVILLE,2007,166,8.1,2105670.34,RURAL
BRADGATE,2007,94,8.1,1475572.926,RURAL
BRANDON,2007,329,15.38965,4231596.414,RURAL
BREDA,2007,448,9.3487,10633620.89,RURAL
BRIDGEWATER,2007,161,11.45635,1546525.807,RURAL
BRIGHTON,2007,676,10.39296,8085490,RURAL
BRISTOW,2007,190,12.46229,2224834.918,RURAL
BRITT,2007,1912,16.83301,40103287.33,RURAL PLUS
BRONSON,2007,283,9.23079,4418531.759,RURAL
BROOKLYN,2007,1365,12.80458,30211175.74,RURAL PLUS
BRUNSVILLE,2007,139,4.95402,3674679.847,RURAL
BUCK GROVE,2007,52,9.55638,432240.86,RURAL
BUCKEYE,2007,97,8.1,3493530.605,RURAL
BUFFALO,2007,1329,8.1,63647140.66,RURAL PLUS
BUFFALO CENTER,2007,845,16.76013,13151880.71,RURAL PLUS
BURLINGTON,2007,25288,14.8937,592133276.6,NANO- and MICROPOLITAN
BURT,2007,498,14.53988,4660988.432,RURAL
BUSSEY,2007,440,15.20106,3696330.852,RURAL
CALAMUS,2007,397,8.09988,8344751.149,RURAL
CALLENDER,2007,429,14.43684,5369552.402,RURAL
CALMAR,2007,1023,13.80872,21860491.77,RURAL PLUS
CALUMET,2007,153,12.99789,2291716.636,RURAL
CAMANCHE,2007,4258,11.79106,133056611.5,URBAN CLUSTER
CAMBRIDGE,2007,800,9.17191,16022490.42,RURAL PLUS
CANTRIL,2007,255,12.1296,2679535.187,RURAL
CARBON,2007,23,8.1,511240.8451,RURAL
CARLISLE,2007,3672,13.96997,87206052.43,URBAN CLUSTER
CARPENTER,2007,130,8.22295,1481467.853,RURAL
CARROLL,2007,9919,13.11906,333130713.9,NANO- and MICROPOLITAN
CARSON,2007,706,14.45134,15275200.85,RURAL
CARTER LAKE,2007,3231,14.34444,109840343,URBAN CLUSTER
CASCADE,2007,2120,8.1,57784480.11,RURAL PLUS
CASEY,2007,394,18.15609,6400790.492,RURAL
CASTALIA,2007,160,8.09951,2135596.785,RURAL
CASTANA,2007,163,19.79948,1796962.542,RURAL
CEDAR FALLS,2007,37450,13.8442,1157661133,NANO- and MICROPOLITAN
CEDAR RAPIDS,2007,126132,14.38608,4988291203,NANO- and MICROPOLITAN
CENTER JUNCTION,2007,115,8.69008,1922320.339,RURAL
CENTER POINT,2007,2296,11.27967,55632875.6,RURAL PLUS
CENTERVILLE,2007,5458,16.95278,110875146,NANO- and MICROPOLITAN
CENTRAL CITY,2007,1169,10.72211,26985739.44,RURAL PLUS
CENTRALIA,2007,98,2.93055,2692065.428,RURAL
CHARITON,2007,4476,16.24382,81038383.11,URBAN CLUSTER
CHARLES CITY,2007,7487,15.00233,212284802.3,NANO- and MICROPOLITAN
CHARLOTTE,2007,441,7.93786,6042039.459,RURAL
CHARTER OAK,2007,503,29.22742,6631462.17,RURAL
CHATSWORTH,2007,87,8.1,656733.8932,RURAL
CHELSEA,2007,273,16.20681,3742685.75,RURAL
CHEROKEE,2007,4788,15.97827,105326498.4,URBAN CLUSTER
CHESTER,2007,138,8.1,3117962.465,RURAL
CHILLICOTHE,2007,84,10.09401,1089925.015,RURAL
CHURDAN,2007,369,15.76832,5221617.628,RURAL
CINCINNATI,2007,370,10.36732,3462534.387,RURAL
CLARE,2007,173,12.85152,6099113.465,RURAL
CLARENCE,2007,962,10.75044,22281068.11,RURAL PLUS
CLARINDA,2007,5571,19.74784,95656649.92,NANO- and MICROPOLITAN
CLARION,2007,2742,16.94245,61799361.46,URBAN CLUSTER
CLARKSVILLE,2007,1341,14.51024,21614993.87,RURAL PLUS
CLAYTON,2007,52,8.1,3791481.401,RURAL
CLEAR LAKE,2007,7819,10.0487,345604447.8,NANO- and MICROPOLITAN
CLEARFIELD,2007,359,13.36331,9212945.497,RURAL
CLEGHORN,2007,228,13.09485,5089068.739,RURAL
CLEMONS,2007,145,9.35687,1744499.929,RURAL
CLERMONT,2007,679,12.40604,11743745.28,RURAL
CLINTON,2007,26606,15.97102,761569166.5,NANO- and MICROPOLITAN
CLIO,2007,71,9.07315,1065158.939,RURAL
CLIVE,2007,14442,9.24927,1019450978,NANO- and MICROPOLITAN
CLUTIER,2007,223,8.1,3409618.019,RURAL
COBURG,2007,30,13.88016,481083.1503,RURAL
COGGON,2007,708,10.53328,12812525.51,RURAL
COIN,2007,202,13.89978,1782567.727,RURAL
COLESBURG,2007,380,14.54523,6659459.914,RURAL
COLFAX,2007,2212,16.98969,37647655.39,RURAL PLUS
COLLEGE SPRINGS,2007,232,16.5463,1765947.862,RURAL
COLLINS,2007,475,9.68687,9193589.5,RURAL
COLO,2007,854,11.88949,16897651.41,RURAL PLUS
COLUMBUS CITY,2007,354,8.11278,4242588.553,RURAL
COLUMBUS JUNCTION,2007,1833,10.80215,30952943.48,RURAL PLUS
COLWELL,2007,74,8.94361,1171983.716,RURAL
CONESVILLE,2007,442,2.76761,3660865.1,RURAL
CONRAD,2007,986,11.64294,31098866,RURAL PLUS
CONWAY,2007,60,8.1,219916.619,RURAL
COON RAPIDS,2007,1253,13.93716,27103453.36,RURAL PLUS
COPPOCK,2007,64,8.1,306761.6079,RURAL
CORALVILLE,2007,18347,13.28641,1056324345,NANO- and MICROPOLITAN
CORNING,2007,1618,18.60098,23232457.01,RURAL PLUS
CORRECTIONVILLE,2007,842,7.96205,13843838.42,RURAL PLUS
CORWITH,2007,313,12.74952,4967526.563,RURAL
CORYDON,2007,1466,14.28251,23241538.91,RURAL PLUS
COTTER,2007,47,4.9193,556337.4716,RURAL
COULTER,2007,254,10.34678,3802493.944,RURAL
COUNCIL BLUFFS,2007,59944,18.294,1929134621,NANO- and MICROPOLITAN
CRAIG,2007,97,5.76162,3814940.625,RURAL
CRAWFORDSVILLE,2007,300,7.50218,4902919.449,RURAL
CRESCENT,2007,607,5.16459,15002959.59,RURAL
CRESCO,2007,3704,17.81968,90874647.88,URBAN CLUSTER
CRESTON,2007,7427,11.67716,150993756,NANO- and MICROPOLITAN
CROMWELL,2007,118,5.80326,1509893.118,RURAL
CRYSTAL LAKE,2007,259,18.69444,2540681.34,RURAL
CUMBERLAND,2007,246,13.83178,3167756.96,RURAL
CUMMING,2007,299,12.33416,12097821.76,RURAL
CURLEW,2007,58,8.1,739120.0361,RURAL
CUSHING,2007,235,8.72671,2888815.286,RURAL
CYLINDER,2007,99,8.04577,1601349.5,RURAL
DAKOTA CITY,2007,820,14.20162,13431178.01,RURAL PLUS
DALLAS CENTER,2007,1591,10.9919,52612442.25,RURAL PLUS
DANA,2007,78,13.42259,1316381.728,RURAL
DANBURY,2007,324,6.53549,7488608.997,RURAL
DANVILLE,2007,852,13.74519,13784243.99,RURAL PLUS
DAVENPORT,2007,98814,15.56702,3418773329,NANO- and MICROPOLITAN
DAVIS CITY,2007,250,11.5564,2306522.453,RURAL
DAYTON,2007,822,19.68856,11174970.84,RURAL PLUS
DE SOTO,2007,1165,14.692,23082902.51,RURAL PLUS
DE WITT,2007,5243,13.91581,171185068.3,NANO- and MICROPOLITAN
DECATUR CITY,2007,188,9.68449,2273974.53,RURAL
DECORAH,2007,7896,12.42744,230343704.7,NANO- and MICROPOLITAN
DEDHAM,2007,229,6.09995,5356521.767,RURAL
DEEP RIVER,2007,275,13.3929,3043106.515,RURAL
DEFIANCE,2007,321,8.1,4118012.924,RURAL
DELAWARE,2007,184,4.24479,3198940.704,RURAL
DELHI,2007,496,11.71585,12092077.44,RURAL
DELMAR,2007,489,9.94807,8992321.526,RURAL
DELOIT,2007,282,8.1,2441786.099,RURAL
DELPHOS,2007,24,11.9598,308129.674,RURAL
DELTA,2007,396,13.33726,2466691.119,RURAL
DENISON,2007,7238,16.63144,142302304.1,NANO- and MICROPOLITAN
DENVER,2007,1629,9.5239,45516823.83,RURAL PLUS
DERBY,2007,135,8.1,772230.5383,RURAL
DES MOINES,2007,195701,16.45083,6034367035,NANO- and MICROPOLITAN
DEXTER,2007,810,16.22112,14676861.42,RURAL PLUS
DIAGONAL,2007,289,15.30985,2469065.802,RURAL
DICKENS,2007,187,8.1,5601999.262,RURAL
DIKE,2007,1127,11.36836,34626050.25,RURAL PLUS
DIXON,2007,261,8.1,4116282.437,RURAL
DOLLIVER,2007,71,8.1,1483369.348,RURAL
DONAHUE,2007,290,5.43321,7226944.987,RURAL
DONNELLSON,2007,883,10.72781,16301140.6,RURAL PLUS
DOON,2007,515,7.47697,10843993.11,RURAL
DOUGHERTY,2007,77,17.7735,861348.1881,RURAL
DOW CITY,2007,457,12.85912,5071672.535,RURAL
DOWS,2007,565,16.94257,7391820.266,RURAL
DRAKESVILLE,2007,217,10.01034,2039840.906,RURAL
DUBUQUE,2007,57209,9.98033,1844810346,NANO- and MICROPOLITAN
DUMONT,2007,635,17.59695,7966159.272,RURAL
DUNCOMBE,2007,455,15.70778,11463220.81,RURAL
DUNDEE,2007,170,5.92594,1962063.241,RURAL
DUNKERTON,2007,798,11.1333,20779283.31,RURAL
DUNLAP,2007,1107,15.99549,20979876,RURAL PLUS
DURANGO,2007,22,1.0035,626644.213,RURAL
DURANT,2007,1695,15.56204,49137145.4,RURAL PLUS
DYERSVILLE,2007,4167,10.05141,145657949.6,URBAN CLUSTER
DYSART,2007,1273,11.82039,31430906.71,RURAL PLUS
EAGLE GROVE,2007,3351,17.76566,60962510.2,URBAN CLUSTER
