"","Tax.Type","Levy.Authority.Code","CITY.NAME","Year","Population","FIPS_PL","county","latitude","longitude","Type","Amount","GDPD.BY.2006","Adjusted.Amount","CITY.SIZE","Levy.Rate","MSA","hub50","miles50","min50","hub25","miles25","min25","hub10","miles10","min10","microMSA","Prop.Tax.Revenue","Per.Capita.Revenue","Group.Per.Capita.Revenue","Per.Capita.Valuation","Group.Tax.Valuation","Group.Per.Capita.Valuation","Group.Levy.Rate","Fiscal.Capacity","Fiscal.Effort","hub_min","QOLjobs_i14","QOLmed_i14","QOLk12_i14","QOLhousing_i14","QOLgovt_i14","QOLchildsrv_i14","QOLseniorsrv_i14","QoL.Average","radius_mi","div_metric","div_metric_nice","value"
"1900","TOTALS","07G050","GILBERTVILLE",2020,732.1485878,1930675,"Black Hawk County",42.42,-92.21,"Valuation With G&E Utilities",28869074,127.2800012,22681547.55,"RURAL",12.21391,"Waterloo-Cedar Falls","Waterloo",9.66,16,"Cedar Falls",17.16,23,"Waverly",30.19,37,"Waterloo-Cedar Falls",277030.3805,378.379997,0.465536011,30979.43222,532921952,23487.57744,12.47050631,131.8970945,97.94237458,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.62941327217889
"1901","TOTALS","07G050","GILBERTVILLE",2020,732.1485878,1930675,"Black Hawk County",42.42,-92.21,"Valuation With G&E Utilities",28869074,127.2800012,22681547.55,"RURAL",12.21391,"Waterloo-Cedar Falls","Waterloo",9.66,16,"Cedar Falls",17.16,23,"Waverly",30.19,37,"Waterloo-Cedar Falls",277030.3805,378.379997,0.465536011,30979.43222,532921952,23487.57744,12.47050631,131.8970945,97.94237458,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",11
"1902","TOTALS","07G050","GILBERTVILLE",2020,732.1485878,1930675,"Black Hawk County",42.42,-92.21,"Valuation With G&E Utilities",28869074,127.2800012,22681547.55,"RURAL",12.21391,"Waterloo-Cedar Falls","Waterloo",9.66,16,"Cedar Falls",17.16,23,"Waverly",30.19,37,"Waterloo-Cedar Falls",277030.3805,378.379997,0.465536011,30979.43222,532921952,23487.57744,12.47050631,131.8970945,97.94237458,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.702624755051546
"1903","TOTALS","07G050","GILBERTVILLE",2020,732.1485878,1930675,"Black Hawk County",42.42,-92.21,"Valuation With G&E Utilities",28869074,127.2800012,22681547.55,"RURAL",12.21391,"Waterloo-Cedar Falls","Waterloo",9.66,16,"Cedar Falls",17.16,23,"Waverly",30.19,37,"Waterloo-Cedar Falls",277030.3805,378.379997,0.465536011,30979.43222,532921952,23487.57744,12.47050631,131.8970945,97.94237458,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.293017281873021
"1904","TOTALS","07G050","GILBERTVILLE",2020,732.1485878,1930675,"Black Hawk County",42.42,-92.21,"Valuation With G&E Utilities",28869074,127.2800012,22681547.55,"RURAL",12.21391,"Waterloo-Cedar Falls","Waterloo",9.66,16,"Cedar Falls",17.16,23,"Waverly",30.19,37,"Waterloo-Cedar Falls",277030.3805,378.379997,0.465536011,30979.43222,532921952,23487.57744,12.47050631,131.8970945,97.94237458,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.446975213530454
"1905","TOTALS","07G050","GILBERTVILLE",2020,732.1485878,1930675,"Black Hawk County",42.42,-92.21,"Valuation With G&E Utilities",28869074,127.2800012,22681547.55,"RURAL",12.21391,"Waterloo-Cedar Falls","Waterloo",9.66,16,"Cedar Falls",17.16,23,"Waverly",30.19,37,"Waterloo-Cedar Falls",277030.3805,378.379997,0.465536011,30979.43222,532921952,23487.57744,12.47050631,131.8970945,97.94237458,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.164385201411035
"1906","TOTALS","19G166","NASHUA",2020,1628.053316,1955335,"Chickasaw County",42.95,-92.53,"Valuation With G&E Utilities",48846434,127.2800012,38377147.66,"RURAL PLUS",13.2514,"Waterloo-Cedar Falls","Waterloo",39.16,39,"Cedar Falls",33.57,35,"Waverly",20.01,25,"Waterloo-Cedar Falls",508550.9344,312.367494,0.250291424,23572.41453,1573004675,25508.91454,13.99845348,92.40853622,94.66331419,25,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.669357918807985
"1907","TOTALS","19G166","NASHUA",2020,1628.053316,1955335,"Chickasaw County",42.95,-92.53,"Valuation With G&E Utilities",48846434,127.2800012,38377147.66,"RURAL PLUS",13.2514,"Waterloo-Cedar Falls","Waterloo",39.16,39,"Cedar Falls",33.57,35,"Waverly",20.01,25,"Waterloo-Cedar Falls",508550.9344,312.367494,0.250291424,23572.41453,1573004675,25508.91454,13.99845348,92.40853622,94.66331419,25,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",7
"1908","TOTALS","19G166","NASHUA",2020,1628.053316,1955335,"Chickasaw County",42.95,-92.53,"Valuation With G&E Utilities",48846434,127.2800012,38377147.66,"RURAL PLUS",13.2514,"Waterloo-Cedar Falls","Waterloo",39.16,39,"Cedar Falls",33.57,35,"Waverly",20.01,25,"Waterloo-Cedar Falls",508550.9344,312.367494,0.250291424,23572.41453,1573004675,25508.91454,13.99845348,92.40853622,94.66331419,25,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.840700126599689
"1909","TOTALS","19G166","NASHUA",2020,1628.053316,1955335,"Chickasaw County",42.95,-92.53,"Valuation With G&E Utilities",48846434,127.2800012,38377147.66,"RURAL PLUS",13.2514,"Waterloo-Cedar Falls","Waterloo",39.16,39,"Cedar Falls",33.57,35,"Waverly",20.01,25,"Waterloo-Cedar Falls",508550.9344,312.367494,0.250291424,23572.41453,1573004675,25508.91454,13.99845348,92.40853622,94.66331419,25,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.43203440148962
"1910","TOTALS","19G166","NASHUA",2020,1628.053316,1955335,"Chickasaw County",42.95,-92.53,"Valuation With G&E Utilities",48846434,127.2800012,38377147.66,"RURAL PLUS",13.2514,"Waterloo-Cedar Falls","Waterloo",39.16,39,"Cedar Falls",33.57,35,"Waverly",20.01,25,"Waterloo-Cedar Falls",508550.9344,312.367494,0.250291424,23572.41453,1573004675,25508.91454,13.99845348,92.40853622,94.66331419,25,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.520358248399709
"1911","TOTALS","19G166","NASHUA",2020,1628.053316,1955335,"Chickasaw County",42.95,-92.53,"Valuation With G&E Utilities",48846434,127.2800012,38377147.66,"RURAL PLUS",13.2514,"Waterloo-Cedar Falls","Waterloo",39.16,39,"Cedar Falls",33.57,35,"Waverly",20.01,25,"Waterloo-Cedar Falls",508550.9344,312.367494,0.250291424,23572.41453,1573004675,25508.91454,13.99845348,92.40853622,94.66331419,25,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.297841341752485
"1912","TOTALS","34G327","NORA SPRINGS",2020,1364.80459,1956910,"Floyd County",43.14,-93,"Valuation With G&E Utilities",40329633,127.2800012,31685757.87,"RURAL PLUS",12.22129,"Waterloo-Cedar Falls","Waterloo",70.24,66,"Mason City",10.19,16,"Waverly",51.09,52,"Mason City, microMSA",387240.8358,283.7335386,0.250291424,23216.33302,1573004675,25508.91454,13.99845348,91.01262612,87.30457273,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.773614113893495
"1913","TOTALS","34G327","NORA SPRINGS",2020,1364.80459,1956910,"Floyd County",43.14,-93,"Valuation With G&E Utilities",40329633,127.2800012,31685757.87,"RURAL PLUS",12.22129,"Waterloo-Cedar Falls","Waterloo",70.24,66,"Mason City",10.19,16,"Waverly",51.09,52,"Mason City, microMSA",387240.8358,283.7335386,0.250291424,23216.33302,1573004675,25508.91454,13.99845348,91.01262612,87.30457273,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",10
"1914","TOTALS","34G327","NORA SPRINGS",2020,1364.80459,1956910,"Floyd County",43.14,-93,"Valuation With G&E Utilities",40329633,127.2800012,31685757.87,"RURAL PLUS",12.22129,"Waterloo-Cedar Falls","Waterloo",70.24,66,"Mason City",10.19,16,"Waverly",51.09,52,"Mason City, microMSA",387240.8358,283.7335386,0.250291424,23216.33302,1573004675,25508.91454,13.99845348,91.01262612,87.30457273,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.716348667276843
"1915","TOTALS","34G327","NORA SPRINGS",2020,1364.80459,1956910,"Floyd County",43.14,-93,"Valuation With G&E Utilities",40329633,127.2800012,31685757.87,"RURAL PLUS",12.22129,"Waterloo-Cedar Falls","Waterloo",70.24,66,"Mason City",10.19,16,"Waverly",51.09,52,"Mason City, microMSA",387240.8358,283.7335386,0.250291424,23216.33302,1573004675,25508.91454,13.99845348,91.01262612,87.30457273,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.311106273317081
"1916","TOTALS","34G327","NORA SPRINGS",2020,1364.80459,1956910,"Floyd County",43.14,-93,"Valuation With G&E Utilities",40329633,127.2800012,31685757.87,"RURAL PLUS",12.22129,"Waterloo-Cedar Falls","Waterloo",70.24,66,"Mason City",10.19,16,"Waverly",51.09,52,"Mason City, microMSA",387240.8358,283.7335386,0.250291424,23216.33302,1573004675,25508.91454,13.99845348,91.01262612,87.30457273,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.463150399508468
"1917","TOTALS","34G327","NORA SPRINGS",2020,1364.80459,1956910,"Floyd County",43.14,-93,"Valuation With G&E Utilities",40329633,127.2800012,31685757.87,"RURAL PLUS",12.22129,"Waterloo-Cedar Falls","Waterloo",70.24,66,"Mason City",10.19,16,"Waverly",51.09,52,"Mason City, microMSA",387240.8358,283.7335386,0.250291424,23216.33302,1573004675,25508.91454,13.99845348,91.01262612,87.30457273,16,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.186271909131424
"1918","TOTALS","98G947","NORTHWOOD",2020,1982.272216,1957630,"Worth County",43.44,-93.21,"Valuation With G&E Utilities",68409995,127.2800012,53747638.55,"RURAL PLUS",14.33722,"Waterloo-Cedar Falls","Waterloo",99.92,100,"Mason City",20.42,26,"Waverly",80.77,86,"Mason City, microMSA",770591.7184,388.7416229,0.250291424,27114.15623,1573004675,25508.91454,13.99845348,106.2928655,102.4200282,26,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.749656427038945
"1919","TOTALS","98G947","NORTHWOOD",2020,1982.272216,1957630,"Worth County",43.44,-93.21,"Valuation With G&E Utilities",68409995,127.2800012,53747638.55,"RURAL PLUS",14.33722,"Waterloo-Cedar Falls","Waterloo",99.92,100,"Mason City",20.42,26,"Waverly",80.77,86,"Mason City, microMSA",770591.7184,388.7416229,0.250291424,27114.15623,1573004675,25508.91454,13.99845348,106.2928655,102.4200282,26,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",11
"1920","TOTALS","98G947","NORTHWOOD",2020,1982.272216,1957630,"Worth County",43.44,-93.21,"Valuation With G&E Utilities",68409995,127.2800012,53747638.55,"RURAL PLUS",14.33722,"Waterloo-Cedar Falls","Waterloo",99.92,100,"Mason City",20.42,26,"Waverly",80.77,86,"Mason City, microMSA",770591.7184,388.7416229,0.250291424,27114.15623,1573004675,25508.91454,13.99845348,106.2928655,102.4200282,26,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.804377944983416
"1921","TOTALS","98G947","NORTHWOOD",2020,1982.272216,1957630,"Worth County",43.44,-93.21,"Valuation With G&E Utilities",68409995,127.2800012,53747638.55,"RURAL PLUS",14.33722,"Waterloo-Cedar Falls","Waterloo",99.92,100,"Mason City",20.42,26,"Waverly",80.77,86,"Mason City, microMSA",770591.7184,388.7416229,0.250291424,27114.15623,1573004675,25508.91454,13.99845348,106.2928655,102.4200282,26,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.335451658005355
"1922","TOTALS","98G947","NORTHWOOD",2020,1982.272216,1957630,"Worth County",43.44,-93.21,"Valuation With G&E Utilities",68409995,127.2800012,53747638.55,"RURAL PLUS",14.33722,"Waterloo-Cedar Falls","Waterloo",99.92,100,"Mason City",20.42,26,"Waverly",80.77,86,"Mason City, microMSA",770591.7184,388.7416229,0.250291424,27114.15623,1573004675,25508.91454,13.99845348,106.2928655,102.4200282,26,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.516054106973065
"1923","TOTALS","98G947","NORTHWOOD",2020,1982.272216,1957630,"Worth County",43.44,-93.21,"Valuation With G&E Utilities",68409995,127.2800012,53747638.55,"RURAL PLUS",14.33722,"Waterloo-Cedar Falls","Waterloo",99.92,100,"Mason City",20.42,26,"Waverly",80.77,86,"Mason City, microMSA",770591.7184,388.7416229,0.250291424,27114.15623,1573004675,25508.91454,13.99845348,106.2928655,102.4200282,26,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.18784970018132
"1924","TOTALS","10G079","QUASQUETON",2020,521.3852068,1965235,"Buchanan County",42.39,-91.75,"Valuation With G&E Utilities",12975964,127.2800012,10194817.63,"RURAL",11.53629,"Waterloo-Cedar Falls","Waterloo",36.95,39,"Marion",33.71,44,"North Liberty",51.36,58,"Waterloo-Cedar Falls",117610.3727,225.5728991,0.465536011,19553.33119,532921952,23487.57744,12.47050631,83.24967203,92.5085936,39,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.747328326240894
"1925","TOTALS","10G079","QUASQUETON",2020,521.3852068,1965235,"Buchanan County",42.39,-91.75,"Valuation With G&E Utilities",12975964,127.2800012,10194817.63,"RURAL",11.53629,"Waterloo-Cedar Falls","Waterloo",36.95,39,"Marion",33.71,44,"North Liberty",51.36,58,"Waterloo-Cedar Falls",117610.3727,225.5728991,0.465536011,19553.33119,532921952,23487.57744,12.47050631,83.24967203,92.5085936,39,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",11
"1926","TOTALS","10G079","QUASQUETON",2020,521.3852068,1965235,"Buchanan County",42.39,-91.75,"Valuation With G&E Utilities",12975964,127.2800012,10194817.63,"RURAL",11.53629,"Waterloo-Cedar Falls","Waterloo",36.95,39,"Marion",33.71,44,"North Liberty",51.36,58,"Waterloo-Cedar Falls",117610.3727,225.5728991,0.465536011,19553.33119,532921952,23487.57744,12.47050631,83.24967203,92.5085936,39,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.722728611855099
"1927","TOTALS","10G079","QUASQUETON",2020,521.3852068,1965235,"Buchanan County",42.39,-91.75,"Valuation With G&E Utilities",12975964,127.2800012,10194817.63,"RURAL",11.53629,"Waterloo-Cedar Falls","Waterloo",36.95,39,"Marion",33.71,44,"North Liberty",51.36,58,"Waterloo-Cedar Falls",117610.3727,225.5728991,0.465536011,19553.33119,532921952,23487.57744,12.47050631,83.24967203,92.5085936,39,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.301401241352658
"1928","TOTALS","10G079","QUASQUETON",2020,521.3852068,1965235,"Buchanan County",42.39,-91.75,"Valuation With G&E Utilities",12975964,127.2800012,10194817.63,"RURAL",11.53629,"Waterloo-Cedar Falls","Waterloo",36.95,39,"Marion",33.71,44,"North Liberty",51.36,58,"Waterloo-Cedar Falls",117610.3727,225.5728991,0.465536011,19553.33119,532921952,23487.57744,12.47050631,83.24967203,92.5085936,39,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.442319001868366
"1929","TOTALS","10G079","QUASQUETON",2020,521.3852068,1965235,"Buchanan County",42.39,-91.75,"Valuation With G&E Utilities",12975964,127.2800012,10194817.63,"RURAL",11.53629,"Waterloo-Cedar Falls","Waterloo",36.95,39,"Marion",33.71,44,"North Liberty",51.36,58,"Waterloo-Cedar Falls",117610.3727,225.5728991,0.465536011,19553.33119,532921952,23487.57744,12.47050631,83.24967203,92.5085936,39,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.163012710158062
"1930","TOTALS","35G337","SHEFFIELD",2020,1079.252712,1972210,"Franklin County",42.89,-93.21,"Valuation With G&E Utilities",44645324,127.2800012,35076464.15,"RURAL PLUS",12.88733,"Waterloo-Cedar Falls","Waterloo",68.47,73,"Mason City",19.68,30,"Waverly",50.1,59,"Mason City, microMSA",452041.9688,418.8471928,0.250291424,32500.69586,1573004675,25508.91454,13.99845348,127.4091683,92.06252689,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.829905705715659
"1931","TOTALS","35G337","SHEFFIELD",2020,1079.252712,1972210,"Franklin County",42.89,-93.21,"Valuation With G&E Utilities",44645324,127.2800012,35076464.15,"RURAL PLUS",12.88733,"Waterloo-Cedar Falls","Waterloo",68.47,73,"Mason City",19.68,30,"Waverly",50.1,59,"Mason City, microMSA",452041.9688,418.8471928,0.250291424,32500.69586,1573004675,25508.91454,13.99845348,127.4091683,92.06252689,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",12
"1932","TOTALS","35G337","SHEFFIELD",2020,1079.252712,1972210,"Franklin County",42.89,-93.21,"Valuation With G&E Utilities",44645324,127.2800012,35076464.15,"RURAL PLUS",12.88733,"Waterloo-Cedar Falls","Waterloo",68.47,73,"Mason City",19.68,30,"Waverly",50.1,59,"Mason City, microMSA",452041.9688,418.8471928,0.250291424,32500.69586,1573004675,25508.91454,13.99845348,127.4091683,92.06252689,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.709758841338063
"1933","TOTALS","35G337","SHEFFIELD",2020,1079.252712,1972210,"Franklin County",42.89,-93.21,"Valuation With G&E Utilities",44645324,127.2800012,35076464.15,"RURAL PLUS",12.88733,"Waterloo-Cedar Falls","Waterloo",68.47,73,"Mason City",19.68,30,"Waverly",50.1,59,"Mason City, microMSA",452041.9688,418.8471928,0.250291424,32500.69586,1573004675,25508.91454,13.99845348,127.4091683,92.06252689,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.285627969726193
"1934","TOTALS","35G337","SHEFFIELD",2020,1079.252712,1972210,"Franklin County",42.89,-93.21,"Valuation With G&E Utilities",44645324,127.2800012,35076464.15,"RURAL PLUS",12.88733,"Waterloo-Cedar Falls","Waterloo",68.47,73,"Mason City",19.68,30,"Waverly",50.1,59,"Mason City, microMSA",452041.9688,418.8471928,0.250291424,32500.69586,1573004675,25508.91454,13.99845348,127.4091683,92.06252689,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.475068050799591
"1935","TOTALS","35G337","SHEFFIELD",2020,1079.252712,1972210,"Franklin County",42.89,-93.21,"Valuation With G&E Utilities",44645324,127.2800012,35076464.15,"RURAL PLUS",12.88733,"Waterloo-Cedar Falls","Waterloo",68.47,73,"Mason City",19.68,30,"Waverly",50.1,59,"Mason City, microMSA",452041.9688,418.8471928,0.250291424,32500.69586,1573004675,25508.91454,13.99845348,127.4091683,92.06252689,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.158750736091162
"1936","TOTALS","66G629","ST. ANSGAR",2020,1061.965903,1969735,"Mitchell County",43.37,-92.91,"Valuation With G&E Utilities",74418042,127.2800012,58467977.13,"RURAL PLUS",12.58049,"Waterloo-Cedar Falls","Waterloo",83.3,81,"Mason City",30.3,37,"Waverly",64.15,67,"Mason City, microMSA",735555.8016,692.6359873,0.250291424,55056.36007,1573004675,25508.91454,13.99845348,215.8318418,89.87057047,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","TOTALS","86G835","TRAER",2020,1648.216151,1978735,"Tama County",42.19,-92.46,"Valuation With G&E Utilities",53786805,127.2800012,42258645.89,"RURAL PLUS",19.76944,"Waterloo-Cedar Falls","Waterloo",23.64,29,"Cedar Falls",24.88,32,"Waverly",39.7,47,"Waterloo-Cedar Falls",835429.7644,506.8690558,0.250291424,25639.01941,1573004675,25508.91454,13.99845348,100.5100368,141.2258863,29,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.837750146752762
"1938","TOTALS","86G835","TRAER",2020,1648.216151,1978735,"Tama County",42.19,-92.46,"Valuation With G&E Utilities",53786805,127.2800012,42258645.89,"RURAL PLUS",19.76944,"Waterloo-Cedar Falls","Waterloo",23.64,29,"Cedar Falls",24.88,32,"Waverly",39.7,47,"Waterloo-Cedar Falls",835429.7644,506.8690558,0.250291424,25639.01941,1573004675,25508.91454,13.99845348,100.5100368,141.2258863,29,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",11
"1939","TOTALS","86G835","TRAER",2020,1648.216151,1978735,"Tama County",42.19,-92.46,"Valuation With G&E Utilities",53786805,127.2800012,42258645.89,"RURAL PLUS",19.76944,"Waterloo-Cedar Falls","Waterloo",23.64,29,"Cedar Falls",24.88,32,"Waverly",39.7,47,"Waterloo-Cedar Falls",835429.7644,506.8690558,0.250291424,25639.01941,1573004675,25508.91454,13.99845348,100.5100368,141.2258863,29,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.745999596006726
"1940","TOTALS","86G835","TRAER",2020,1648.216151,1978735,"Tama County",42.19,-92.46,"Valuation With G&E Utilities",53786805,127.2800012,42258645.89,"RURAL PLUS",19.76944,"Waterloo-Cedar Falls","Waterloo",23.64,29,"Cedar Falls",24.88,32,"Waverly",39.7,47,"Waterloo-Cedar Falls",835429.7644,506.8690558,0.250291424,25639.01941,1573004675,25508.91454,13.99845348,100.5100368,141.2258863,29,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.311105995524206
"1941","TOTALS","86G835","TRAER",2020,1648.216151,1978735,"Tama County",42.19,-92.46,"Valuation With G&E Utilities",53786805,127.2800012,42258645.89,"RURAL PLUS",19.76944,"Waterloo-Cedar Falls","Waterloo",23.64,29,"Cedar Falls",24.88,32,"Waverly",39.7,47,"Waterloo-Cedar Falls",835429.7644,506.8690558,0.250291424,25639.01941,1573004675,25508.91454,13.99845348,100.5100368,141.2258863,29,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.503705359245121
"1942","TOTALS","86G835","TRAER",2020,1648.216151,1978735,"Tama County",42.19,-92.46,"Valuation With G&E Utilities",53786805,127.2800012,42258645.89,"RURAL PLUS",19.76944,"Waterloo-Cedar Falls","Waterloo",23.64,29,"Cedar Falls",24.88,32,"Waverly",39.7,47,"Waterloo-Cedar Falls",835429.7644,506.8690558,0.250291424,25639.01941,1573004675,25508.91454,13.99845348,100.5100368,141.2258863,29,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.183175644957228
"1943","TOTALS","09G071","WAVERLY",2020,10175.96204,1982875,"Bremer County",42.72,-92.46,"Valuation With G&E Utilities",493732618,127.2800012,387910601.3,"NANO- and MICROPOLITAN",14.372,"Waterloo-Cedar Falls","Waterloo",21.19,25,"Cedar Falls",15.59,21,"Waverly",0,0,"Waterloo-Cedar Falls",5575051.162,547.8647755,0.047460157,38120.28775,2530240411,37669.14052,12.78275334,101.1976573,112.4327413,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.597558900124271
"1944","TOTALS","09G071","WAVERLY",2020,10175.96204,1982875,"Bremer County",42.72,-92.46,"Valuation With G&E Utilities",493732618,127.2800012,387910601.3,"NANO- and MICROPOLITAN",14.372,"Waterloo-Cedar Falls","Waterloo",21.19,25,"Cedar Falls",15.59,21,"Waverly",0,0,"Waterloo-Cedar Falls",5575051.162,547.8647755,0.047460157,38120.28775,2530240411,37669.14052,12.78275334,101.1976573,112.4327413,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"ncrops","Number of unique crops grown",8
"1945","TOTALS","09G071","WAVERLY",2020,10175.96204,1982875,"Bremer County",42.72,-92.46,"Valuation With G&E Utilities",493732618,127.2800012,387910601.3,"NANO- and MICROPOLITAN",14.372,"Waterloo-Cedar Falls","Waterloo",21.19,25,"Cedar Falls",15.59,21,"Waverly",0,0,"Waterloo-Cedar Falls",5575051.162,547.8647755,0.047460157,38120.28775,2530240411,37669.14052,12.78275334,101.1976573,112.4327413,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_div_h","Shannon's Diversity Index",0.830489134366141
"1946","TOTALS","09G071","WAVERLY",2020,10175.96204,1982875,"Bremer County",42.72,-92.46,"Valuation With G&E Utilities",493732618,127.2800012,387910601.3,"NANO- and MICROPOLITAN",14.372,"Waterloo-Cedar Falls","Waterloo",21.19,25,"Cedar Falls",15.59,21,"Waverly",0,0,"Waterloo-Cedar Falls",5575051.162,547.8647755,0.047460157,38120.28775,2530240411,37669.14052,12.78275334,101.1976573,112.4327413,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"shan_e","Shannon's Evenness Index",0.3993808518874
"1947","TOTALS","09G071","WAVERLY",2020,10175.96204,1982875,"Bremer County",42.72,-92.46,"Valuation With G&E Utilities",493732618,127.2800012,387910601.3,"NANO- and MICROPOLITAN",14.372,"Waterloo-Cedar Falls","Waterloo",21.19,25,"Cedar Falls",15.59,21,"Waverly",0,0,"Waterloo-Cedar Falls",5575051.162,547.8647755,0.047460157,38120.28775,2530240411,37669.14052,12.78275334,101.1976573,112.4327413,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_d1","Simpson's Diveristy Index, Chance",0.499859994349729
"1948","TOTALS","09G071","WAVERLY",2020,10175.96204,1982875,"Bremer County",42.72,-92.46,"Valuation With G&E Utilities",493732618,127.2800012,387910601.3,"NANO- and MICROPOLITAN",14.372,"Waterloo-Cedar Falls","Waterloo",21.19,25,"Cedar Falls",15.59,21,"Waverly",0,0,"Waterloo-Cedar Falls",5575051.162,547.8647755,0.047460157,38120.28775,2530240411,37669.14052,12.78275334,101.1976573,112.4327413,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"simp_e","Simpson's Evenness Index",0.249930016770959
"1949","TOTALS","38G361","WELLSBURG",2020,695.1458315,1983325,"Grundy County",42.43,-92.92,"Valuation With G&E Utilities",23775225,127.2800012,18679466.35,"RURAL",14.6573,"Waterloo-Cedar Falls","Waterloo",33.19,38,"Marshalltown",27.48,30,"Waverly",46.91,50,"Marshalltown, microMSA",273790.5422,393.8605826,0.465536011,26871.29161,532921952,23487.57744,12.47050631,114.4063992,117.535725,30,NA,NA,NA,NA,NA,NA,NA,NA,5,"ag_prop","Proportion of land dedicated to ag",0.89867281436157
